,Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
354218,180.76.150.180-10.42.0.151-80-49384-6,10.42.0.151,49384,180.76.150.180,80,6,14-06-2017 07:54,23136,2,0,0,0,0,0,0,0,0,0,0,0,0,86.44536653,23136,0,23136,23136,23136,23136,0,23136,23136,0,0,0,0,0,0,0,0,0,64,0,86.4454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1390,-1,0,32,0,0,0,0,0,0,0,0,ADWARE_SHUANET
2355191,157.255.128.33-10.42.0.151-443-36784-6,10.42.0.151,36784,157.255.128.33,443,6,26-06-2017 02:47,34648500,12,13,1347,6585,823,0,112.25,246.74,1460,0,506.538,673.797,228.928,0.721532644,1443690,6772760,33236100,5,1412350,128395,167134,354710,8,34329100,2860760,9569090,33242400,5,0,0,0,0,260,272,0.346336,0.375197,0,1460,305.077,536.0824506,287384,0,0,0,1,0,0,0,0,1,317.28,112.25,506.538,260,0,0,0,0,0,0,12,1347,13,6585,65535,144,3,20,1412350,0,1412350,1412350,33236100,0,33236100,33236100,SCAREWARE_VIRUSSHIELD
1847505,10.42.0.151-10.42.0.1-63862-53-17,10.42.0.151,63862,10.42.0.1,53,17,30-08-2017 10:22,49233,1,1,34,138,34,34,34,0,138,138,138,0,3493.59,40.62315926,49233,0,49233,49233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,32,20.3116,20.3116,34,138,68.6667,60.044428,3605.33,0,0,0,0,0,0,0,0,1,103,34,138,40,0,0,0,0,0,0,1,34,1,138,-1,-1,0,40,0,0,0,0,0,0,0,0,RANSOMWARE_RANSOMBO
1820737,10.42.0.151-52.84.61.189-46229-443-6,10.42.0.151,46229,52.84.61.189,443,6,29-08-2017 10:36,34,1,1,31,0,31,31,31,0,0,0,0,0,911765,58823.52941,34,0,34,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,32,29411.8,29411.8,0,31,20.6667,17.89785834,320.333,0,1,0,0,1,0,0,0,1,31,31,0,32,0,0,0,0,0,0,1,31,1,0,144,144,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_RANSOMBO
2291075,202.77.129.150-10.42.0.211-80-46273-6,202.77.129.150,80,10.42.0.211,46273,6,29-06-2017 11:18,2082,1,1,106,0,106,106,106,0,0,0,0,0,50912.6,960.6147935,2082,0,2082,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,480.307,480.307,0,106,70.6667,61.19912853,3745.33,0,0,0,0,1,1,0,0,1,106,106,0,20,0,0,0,0,0,0,1,106,1,0,115,0,0,20,0,0,0,0,0,0,0,0,SCAREWARE_FAKEJOBOFFER
1864475,224.0.0.251-10.42.0.1-5353-5353-17,10.42.0.1,5353,224.0.0.251,5353,17,24-08-2017 02:07,33933000,6,0,222,0,37,37,37,0,0,0,0,0,6.5423,0.17681889,6786610,11526400,27305400,1001530,33933000,6786610,11526400,27305400,1001530,0,0,0,0,0,0,0,0,0,192,0,0.176819,0,37,37,37,0,0,0,0,0,0,0,0,0,0,0,43.1667,37,0,192,0,0,0,0,0,0,6,222,0,0,-1,-1,5,32,5626110,0,5626110,5626110,27305400,0,27305400,27305400,RANSOMWARE_SIMPLOCKER
982309,183.79.249.124-10.42.0.42-443-42487-6,10.42.0.42,42487,183.79.249.124,443,6,06-07-2017 08:09,10923900,8,9,329,5244,203,0,41.125,78.8804,1448,0,582.667,639.215,510.163,1.556213783,682747,2528210,10159300,7,10923900,1560560,3793780,10159300,7,542696,67837,131881,350904,18,0,0,0,0,264,296,0.732336,0.823878,0,1448,309.611,523.3317628,273876,0,0,0,1,0,0,0,0,1,327.824,41.125,582.667,264,0,0,0,0,0,0,8,329,9,5244,65535,32,2,32,764612,0,764612,764612,10159300,0,10159300,10159300,BENIGN
73143,8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,13-06-2017 10:35,82944700,3,0,0,0,0,0,0,0,0,0,0,0,0,0.036168683,41472300,4053400,44338500,38606152,82944700,41472300,4053400,44338500,38606200,0,0,0,0,0,0,0,0,0,0,0,0.0361687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0,0,0,0,41472300,4053400,44338500,38606200,ADWARE_EWIND
200732,137.175.31.97-10.42.0.211-80-58280-6,10.42.0.211,58280,137.175.31.97,80,6,15-06-2017 07:16,173487,3,4,657,209,657,0,219,379.319,209,0,52.25,104.5,4991.73,40.34884458,28914.5,40788.4,81502,42,88093,44046.5,62091.8,87952,141,91985,30661.7,49736.2,88049,42,0,0,0,0,104,136,17.2924,23.0565,0,657,108.25,233.4785093,54512.2,0,0,0,1,0,0,0,0,1,123.714,219,52.25,104,0,0,0,0,0,0,3,657,4,209,65535,124,1,32,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
1672787,10.42.0.211-64.71.142.120-58033-443-6,10.42.0.211,58033,64.71.142.120,443,6,21-08-2017 01:38,311374,10,10,1129,7659,788,0,112.9,248.458,1460,0,765.9,715.473,28223.3,64.23143872,16388.1,24570.3,72084,4,311374,34597.1,36065.4,80257,676,230097,25566.3,41092,108578,4,0,0,0,0,220,212,32.1157,32.1157,0,1460,418.476,611.4987015,373931,0,0,0,1,0,0,0,0,1,439.4,112.9,765.9,220,0,0,0,0,0,0,10,1129,10,7659,65535,34,3,20,0,0,0,0,0,0,0,0,RANSOMWARE_JISUT
8675,10.42.0.211-54.85.40.222-33692-443-6,10.42.0.211,33692,54.85.40.222,443,6,14-06-2017 06:39,65925100,12,10,1373,4620,556,0,114.417,200.523,1448,0,462,594.518,90.9062,0.333712071,3139290,13174700,60450000,2,61008700,5546240,18238400,60536900,1446,65873900,7319330,20004400,60485500,2,0,0,0,0,392,328,0.182025,0.151687,0,1448,260.565,444.8357027,197879,0,0,0,1,0,0,0,0,0,272.409,114.417,462,392,0,0,0,0,0,0,12,1373,10,4620,65535,118,4,32,471765,0,471765,471765,60450000,0,60450000,60450000,ADWARE_DOWGIN
258475,198.105.244.11-10.42.0.211-80-48194-6,10.42.0.211,48194,198.105.244.11,80,6,13-06-2017 09:08,10465,2,0,0,0,0,0,0,0,0,0,0,0,0,191.1132346,10465,0,10465,10465,10465,10465,0,10465,10465,0,0,0,0,0,0,0,0,0,40,0,191.113,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_KEMOGE
1322741,10.42.0.211-104.192.110.245-42106-443-6,10.42.0.211,42106,104.192.110.245,443,6,19-06-2017 08:43,9392320,2,0,0,0,0,0,0,0,0,0,0,0,0,0.212939821,9392320,0,9392320,9392325,9392320,9392320,0,9392320,9392320,0,0,0,0,0,0,0,0,0,40,0,0.21294,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,4198,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
324953,10.42.0.211-23.194.140.226-54798-80-6,10.42.0.211,54798,23.194.140.226,80,6,14-06-2017 05:45,56085,4,3,619,368,619,0,154.75,309.5,368,0,122.667,212.465,17598.3,124.8105554,9347.5,10879,23356,410,56085,18695,15964.5,29865,410,30476,15238,15368.3,26105,4371,0,0,0,0,136,104,71.3203,53.4902,0,619,123.375,238.0917815,56687.7,0,0,0,1,0,0,0,0,0,141,154.75,122.667,136,0,0,0,0,0,0,4,619,3,368,65535,944,1,32,0,0,0,0,0,0,0,0,ADWARE_MOBIDASH
2309113,172.217.12.131-10.42.0.42-443-36836-6,10.42.0.42,36836,172.217.12.131,443,6,30-06-2017 10:33,60061200,7,9,446,4790,242,0,63.7143,109.364,1418,0,532.222,671.921,87.1777,0.266394908,4004080,15384300,59614900,4,60061200,10010200,24301400,59614900,4394,369171,46146.4,85722.7,199232,4,0,0,0,0,232,296,0.116548,0.149847,0,1418,308,539.0184366,290541,0,0,0,1,0,0,0,0,1,327.25,63.7143,532.222,232,0,0,0,0,0,0,7,446,9,4790,65535,349,2,32,446274,0,446274,446274,59614900,0,59614900,59614900,SCAREWARE_FAKETAOBAO
1483634,10.42.0.42-106.39.169.66-60671-443-6,10.42.0.42,60671,106.39.169.66,443,6,21-06-2017 07:25,1747,2,0,0,0,0,0,0,0,0,0,0,0,0,1144.819691,1747,0,1747,1747,1747,1747,0,1747,1747,0,0,0,0,0,0,0,0,0,40,0,1144.82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1403,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
2616256,10.42.0.1-10.42.0.42-53-33826-17,10.42.0.42,33826,10.42.0.1,53,17,18-08-2017 01:47,50860,1,1,37,53,37,37,37,0,53,53,53,0,1769.56,39.3236335,50860,0,50860,50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,19.6618,19.6618,37,53,42.3333,9.237604307,85.3333,0,0,0,0,0,0,0,0,1,63.5,37,53,32,0,0,0,0,0,0,1,37,1,53,-1,-1,0,32,0,0,0,0,0,0,0,0,SMSMALWARE_ZSONE
400716,10.42.0.211-119.146.74.48-42699-80-6,10.42.0.211,42699,119.146.74.48,80,6,15-06-2017 03:40,28688900,83,161,9118,197273,1176,0,109.855,339.609,1340,0,1225.3,363.87,7194.11,8.50503008,118061,1283670,19754400,5,8934470,108957,386357,3173890,9,27433200,171458,1584220,19792700,5,0,0,0,0,1748,3256,2.8931,5.61193,0,1340,842.412,638.5665471,407767,0,0,0,1,0,0,0,0,1,845.865,109.855,1225.3,1748,0,0,0,0,0,0,83,9118,161,197273,65535,5227,8,20,0,0,0,0,0,0,0,0,ADWARE_YOUMI
2236057,198.105.244.11-10.42.0.42-80-50392-6,10.42.0.42,50392,198.105.244.11,80,6,28-06-2017 10:18,553,2,0,0,0,0,0,0,0,0,0,0,0,0,3616.636528,553,0,553,553,553,553,0,553,553,0,0,0,0,0,0,0,0,0,40,0,3616.64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,SCAREWARE_FAKEAV
1954114,10.42.0.151-104.193.88.109-46844-80-6,10.42.0.151,46844,104.193.88.109,80,6,21-08-2017 03:32,3250030,2,0,0,0,0,0,0,0,0,0,0,0,0,0.615378367,3250030,0,3250030,3250033,3250030,3250030,0,3250030,3250030,0,0,0,0,0,0,0,0,0,64,0,0.615378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,2093,-1,0,32,0,0,0,0,0,0,0,0,RANSOMWARE_WANNALOCKER
1263642,172.217.12.195-10.42.0.151-443-55538-6,10.42.0.151,55538,172.217.12.195,443,6,17-06-2017 12:08,51885600,11,10,451,4938,242,0,41,91.5172,1418,0,493.8,643.685,103.863,0.404736567,2594280,11544900,51642900,5,51885600,5188560,16322500,51642900,141,173138,19237.6,30409.7,79262,5,0,0,0,0,372,328,0.212005,0.192732,0,1418,244.955,485.4816437,235692,0,0,0,1,0,0,0,0,0,256.619,41,493.8,372,0,0,0,0,0,0,11,451,10,4938,65535,349,2,32,242657,0,242657,242657,51642900,0,51642900,51642900,BENIGN
2273233,10.42.0.211-10.42.0.1-2195-53-17,10.42.0.211,2195,10.42.0.1,53,17,28-06-2017 02:20,1832420,1,1,31,181,31,31,31,0,181,181,181,0,115.694,1.091452237,1832420,0,1832420,1832421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.545726,0.545726,31,181,81,86.60254038,7500,0,0,0,0,0,0,0,0,1,121.5,31,181,20,0,0,0,0,0,0,1,31,1,181,-1,-1,0,20,0,0,0,0,0,0,0,0,SCAREWARE_FAKEJOBOFFER
2233339,157.240.2.20-10.42.0.42-443-53713-6,10.42.0.42,53713,157.240.2.20,443,6,28-06-2017 09:30,72540500,4,6,217,257,217,0,54.25,108.5,138,0,42.8333,56.0871,6.53428,0.137854023,8060060,21494500,65001100,28,7539390,2513130,4284220,7460120,38147,72505200,14501000,28417900,65003400,28,0,0,0,0,136,200,0.0551416,0.0827124,0,217,43.0909,73.07592565,5340.09,0,0,0,1,0,0,0,0,1,47.4,54.25,42.8333,136,0,0,0,0,0,0,4,217,6,257,65535,114,1,32,39636.5,2106.47,41126,38147,36230600,40687600,65001100,7460120,SCAREWARE_FAKEAV
75947,10.42.0.151-10.42.0.1-5711-53-17,10.42.0.151,5711,10.42.0.1,53,17,13-06-2017 10:28,95870,1,1,33,99,33,33,33,0,99,99,99,0,1376.86,20.86158339,95870,0,95870,95870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,10.4308,10.4308,33,99,55,38.10511777,1452,0,0,0,0,0,0,0,0,1,82.5,33,99,40,0,0,0,0,0,0,1,33,1,99,-1,-1,0,40,0,0,0,0,0,0,0,0,ADWARE_EWIND
2323215,175.100.207.233-10.42.0.42-80-41346-6,10.42.0.42,41346,175.100.207.233,80,6,04-07-2017 10:09,13165100,3,1,0,0,0,0,0,0,0,0,0,0,0,0.303833551,4388370,7375530,12903700,6552,13165100,6582550,8939440,12903700,261414,0,0,0,0,0,0,0,0,0,80,32,0.227875,0.0759584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,0,1,0,65535,29200,0,20,0,0,0,0,0,0,0,0,SCAREWARE_FAKETAOBAO
372599,180.149.136.194-10.42.0.151-80-43140-6,10.42.0.151,43140,180.149.136.194,80,6,14-06-2017 12:44,276400,1,1,0,0,0,0,0,0,0,0,0,0,0,7.235890014,276400,0,276400,276400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,3.61795,3.61795,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20,0,0,0,0,0,0,1,0,1,0,1386,126,0,20,0,0,0,0,0,0,0,0,ADWARE_SHUANET
791367,205.185.216.42-10.42.0.42-80-37940-6,10.42.0.42,37940,205.185.216.42,80,6,02-07-2017 02:26,10607700,9,15,905,12520,453,0,100.556,199.534,1448,0,834.667,681.45,1265.59,2.262508064,461204,2080910,9995470,3,612225,76528.1,170097,494710,21,10587300,756234,2663960,9999110,3,0,0,0,0,296,488,0.848441,1.41407,0,1448,537,650.3698948,422981,0,0,0,1,0,0,0,0,1,559.375,100.556,834.667,296,0,0,0,0,0,0,9,905,15,12520,65535,31,2,32,0,0,0,0,0,0,0,0,BENIGN
168442,10.42.0.211-98.139.199.205-41007-443-6,10.42.0.211,41007,98.139.199.205,443,6,15-06-2017 05:49,93319800,18,16,8411,7468,1448,0,467.278,543.115,1448,0,466.75,566.471,170.157,0.364338715,2827870,15704800,90278100,8,3041640,178920,597000,2481750,32,93294300,6219620,23265100,90284600,8,0,0,0,0,584,520,0.192885,0.171454,0,1448,453.686,543.404073,295288,0,0,0,1,0,0,0,0,0,467.029,467.278,466.75,584,0,0,0,0,0,0,18,8411,16,7468,65535,125,11,32,3041640,0,3041640,3041640,90278100,0,90278100,90278100,ADWARE_GOOLIGAN
800531,151.101.1.140-10.42.0.42-443-33565-6,10.42.0.42,33565,151.101.1.140,443,6,02-07-2017 07:54,11041000,204,549,2960,768510,559,0,14.5098,63.9522,1448,0,1399.84,236.342,69873.5,68.20064685,14682.1,206311,4383740,0,11041000,54388.9,395373,4383740,2,11016700,20103.4,244605,4446590,4,0,0,0,0,6536,17576,18.4767,49.724,0,1448,1023.17,649.7791373,422213,0,0,0,1,0,0,0,0,2,1024.53,14.5098,1399.84,6536,0,0,0,0,0,0,204,2960,549,768510,65535,72,18,32,0,0,0,0,0,0,0,0,BENIGN
2168515,180.76.180.49-10.42.0.211-80-44283-6,10.42.0.211,44283,180.76.180.49,80,6,27-06-2017 09:25,250797,1,1,0,0,0,0,0,0,0,0,0,0,0,7.974577048,250797,0,250797,250797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,3.98729,3.98729,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1395,400,0,32,0,0,0,0,0,0,0,0,SCAREWARE_FAKEAPP
1819033,10.42.0.151-10.42.0.1-38100-53-17,10.42.0.151,38100,10.42.0.1,53,17,29-08-2017 09:23,34270,1,1,42,58,42,42,42,0,58,58,58,0,2918,58.3600817,34270,0,34270,34270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,29.18,29.18,42,58,47.3333,9.237604307,85.3333,0,0,0,0,0,0,0,0,1,71,42,58,20,0,0,0,0,0,0,1,42,1,58,-1,-1,0,20,0,0,0,0,0,0,0,0,RANSOMWARE_RANSOMBO
2063265,10.42.0.151-10.42.0.1-25104-53-17,10.42.0.151,25104,10.42.0.1,53,17,23-06-2017 09:31,50697,1,1,43,88,43,43,43,0,88,88,88,0,2583.98,39.45006608,50697,0,50697,50697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,19.725,19.725,43,88,58,25.98076211,675,0,0,0,0,0,0,0,0,1,87,43,88,20,0,0,0,0,0,0,1,43,1,88,-1,-1,0,20,0,0,0,0,0,0,0,0,SCAREWARE_AVFORANDROID
310379,10.42.0.211-64.71.142.110-40146-80-6,10.42.0.211,40146,64.71.142.110,80,6,14-06-2017 01:22,8373940,3,0,0,0,0,0,0,0,0,0,0,0,0,0.358254384,4186970,5867630,8336010,37926,8373940,4186970,5867630,8336010,37926,0,0,0,0,0,0,0,0,0,60,0,0.358254,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,31,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_MOBIDASH
905936,10.42.0.1-10.42.0.42-53-54290-17,10.42.0.42,54290,10.42.0.1,53,17,05-07-2017 04:53,100080,1,1,43,88,43,43,43,0,88,88,88,0,1308.95,19.98401279,100080,0,100080,100080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,9.99201,9.99201,43,88,58,25.98076211,675,0,0,0,0,0,0,0,0,1,87,43,88,32,0,0,0,0,0,0,1,43,1,88,-1,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
290322,10.42.0.211-54.192.36.165-38874-443-6,10.42.0.211,38874,54.192.36.165,443,6,14-06-2017 02:17,5353460,9,6,1583,1172,519,0,175.889,251.703,508,0,195.333,249.613,514.621,2.801927801,382390,1375550,5161350,320,5353460,669182,1815230,5161350,320,5319920,1063980,2327720,5227730,840,0,0,0,0,296,200,1.68116,1.12077,0,519,172.188,238.237198,56757,0,0,0,1,0,0,0,0,0,183.667,175.889,195.333,296,0,0,0,0,0,0,9,1583,6,1172,65535,126,4,32,156551,0,156551,156551,5161350,0,5161350,5161350,ADWARE_KOODOUS
881329,10.42.0.42-119.146.74.33-45164-443-6,10.42.0.42,45164,119.146.74.33,443,6,05-07-2017 12:51,1458690,2,0,0,0,0,0,0,0,0,0,0,0,0,1.371093241,1458690,0,1458690,1458690,1458690,1458690,0,1458690,1458690,0,0,0,0,0,0,0,0,0,40,0,1.37109,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,2126,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
143744,10.42.0.151-10.42.0.1-32318-53-17,10.42.0.151,32318,10.42.0.1,53,17,15-06-2017 02:16,710,1,1,34,66,34,34,34,0,66,66,66,0,140845,2816.901408,710,0,710,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1408.45,1408.45,34,66,44.6667,18.47520861,341.333,0,0,0,0,0,0,0,0,1,67,34,66,20,0,0,0,0,0,0,1,34,1,66,-1,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_GOOLIGAN
2334913,10.42.0.151-10.42.0.1-13044-53-17,10.42.0.151,13044,10.42.0.1,53,17,30-06-2017 11:20,31645,1,1,31,47,31,31,31,0,47,47,47,0,2464.84,63.20113762,31645,0,31645,31645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,31.6006,31.6006,31,47,36.3333,9.237604307,85.3333,0,0,0,0,0,0,0,0,1,54.5,31,47,32,0,0,0,0,0,0,1,31,1,47,-1,-1,0,32,0,0,0,0,0,0,0,0,SCAREWARE_PENETHO
1287028,10.42.0.151-106.39.162.36-60206-80-6,10.42.0.151,60206,106.39.162.36,80,6,18-06-2017 11:04,1539730,2,0,0,0,0,0,0,0,0,0,0,0,0,1.298925659,1539730,0,1539730,1539734,1539730,1539730,0,1539730,1539730,0,0,0,0,0,0,0,0,0,40,0,1.29893,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0,BENIGN
2513365,10.42.0.42-23.15.4.8-51567-80-6,23.15.4.8,80,10.42.0.42,51567,6,14-07-2017 02:36,2282,1,1,0,0,0,0,0,0,0,0,0,0,0,876.4241893,2282,0,2282,2282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,438.212,438.212,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,905,1386,0,32,0,0,0,0,0,0,0,0,SMSMALWARE_NANDROBOX
2387619,172.217.10.100-10.42.0.211-443-33628-6,172.217.10.100,443,10.42.0.211,33628,6,30-06-2017 10:37,1992,1,1,0,0,0,0,0,0,0,0,0,0,0,1004.016064,1992,0,1992,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,502.008,502.008,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,349,1386,0,32,0,0,0,0,0,0,0,0,SMSMALWARE_BEANBOT
1170164,10.42.0.211-64.71.142.96-51479-443-6,10.42.0.211,51479,64.71.142.96,443,6,08-07-2017 03:27,16031400,6,4,568,152,517,0,94.6667,207.904,152,0,38,76,44.9119,0.623776774,1781260,5247800,15775000,355,16031400,3206280,7086290,15882500,1673,188037,62679,58641.8,116768,355,0,0,0,0,140,92,0.374266,0.249511,0,517,65.4545,156.8013799,24586.7,0,0,0,1,0,0,0,0,0,72,94.6667,38,140,0,0,0,0,0,0,6,568,4,152,65535,31,2,20,0,0,0,0,0,0,0,0,BENIGN
837758,172.217.7.196-10.42.0.42-443-55327-17,10.42.0.42,55327,172.217.7.196,443,17,03-07-2017 04:49,403954,9,9,5009,4682,1350,38,556.556,545.334,1350,27,520.222,638.947,23990.4,44.55952906,23762,24553.4,73147,13,330807,41350.9,38911.3,99306,279,346652,43331.5,45759.3,125910,13,0,0,0,0,288,288,22.2798,22.2798,27,1350,581.105,590.4387159,348618,0,0,0,0,0,0,0,0,1,613.389,556.556,520.222,288,0,0,0,0,0,0,9,5009,9,4682,-1,-1,8,32,0,0,0,0,0,0,0,0,BENIGN
2544427,10.42.0.211-107.180.57.7-45009-80-6,107.180.57.7,80,10.42.0.211,45009,6,11-07-2017 11:16,2434,1,1,0,0,0,0,0,0,0,0,0,0,0,821.6926869,2434,0,2434,2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,410.846,410.846,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,122,1386,0,32,0,0,0,0,0,0,0,0,SMSMALWARE_PLANKTON
2276324,192.229.173.173-10.42.0.211-80-45196-6,10.42.0.211,45196,192.229.173.173,80,6,28-06-2017 03:58,265290,3,0,0,0,0,0,0,0,0,0,0,0,0,11.30837951,132645,8978.84,138994,126296,265290,132645,8978.84,138994,126296,0,0,0,0,0,0,0,0,0,96,0,11.3084,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,96,0,0,0,0,0,0,3,0,0,0,287,-1,0,32,0,0,0,0,0,0,0,0,SCAREWARE_FAKEJOBOFFER
260022,10.42.0.211-104.25.247.18-39229-80-6,10.42.0.211,39229,104.25.247.18,80,6,13-06-2017 09:32,3954400,2,0,0,0,0,0,0,0,0,0,0,0,0,0.505765985,3954400,0,3954400,3954398,3954400,3954400,0,3954400,3954400,0,0,0,0,0,0,0,0,0,40,0,0.505766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,1369,-1,0,20,0,0,0,0,0,0,0,0,ADWARE_KEMOGE
280577,219.142.78.162-10.42.0.211-80-33998-6,10.42.0.211,33998,219.142.78.162,80,6,14-06-2017 11:51,518707,3,3,648,317,648,0,216,374.123,317,0,105.667,183.02,1860.4,11.56722389,103741,138172,256403,103,258852,129426,182890,258749,103,264940,132470,182459,261488,3452,0,0,0,0,80,72,5.78361,5.78361,0,648,137.857,254.0868805,64560.1,0,0,0,1,0,0,0,0,1,160.833,216,105.667,80,0,0,0,0,0,0,3,648,3,317,65535,125,1,20,0,0,0,0,0,0,0,0,ADWARE_KOODOUS
2454001,10.42.0.151-23.66.239.97-53905-443-6,10.42.0.151,53905,23.66.239.97,443,6,30-06-2017 09:49,13,2,0,0,0,0,0,0,0,0,0,0,0,0,153846.1538,13,0,13,13,13,13,0,13,13,0,0,0,0,0,0,0,0,0,40,0,153846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0,0,0,0,0,0,0,0,SMSMALWARE_FAKENOTIFY
890346,205.204.101.20-10.42.0.42-80-33779-6,10.42.0.42,33779,205.204.101.20,80,6,05-07-2017 06:59,8031570,2,2,0,0,0,0,0,0,0,0,0,0,0,0.498034693,2677190,4551420,7932530,11651,99038,99038,0,99038,99038,7944180,7944180,0,7944180,7944180,0,0,0,0,60,60,0.249017,0.249017,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,60,0,0,0,0,0,0,2,0,2,0,65535,14600,0,20,0,0,0,0,0,0,0,0,BENIGN
